""    ,"business_id"           ,"word1"     ,"word2"      ,"word3"      ,"word1_label","word2_label","word3_lable","suggestion1"                                                                              ,"suggestion2"                                                                              ,"suggestions3"                                                               ,"average_rating"
"752" ,"Ys5eIXL_1662MMU7zLYbjQ","coffee"    ,"chocolate"  ,"cake"       ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically chocolate.
Because comments related to chocolateis not statistically lower than your average ratings" ,"You should improve the quality of food, specifically cake.
Because negative comments are mostly related to cake."                  ,"4.45945945945946"
"753" ,"xCRWQqIofb-6GIzCbwNDiQ",NA          ,"coffee"     ,"cake"       ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You should offer more stable food quality, specifically cake.
Because there are many postive and negative comments related to cake."       ,"4.375"
"754" ,"664bQtvDzUvLxjjMBy7abw",NA          ,"location"   ,"order"      ,NA           ,"environment","service"    ,NA                                                                                         ,"You are doing well in environment, specifically location.
Because comments related to locationis not statistically lower than your average ratings"  ,"You should offer more stable service quality, specifically order.
Because there are many postive and negative comments related to order."      ,"2.5"
"755" ,"2v18XVOItPtF7PQ_DRg9iA",NA          ,"service"    ,"location"   ,NA           ,"service"    ,"environment",NA                                                                                         ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should offer more stable environment quality, specifically location.
Because there are many postive and negative comments related to location."   ,"2.765625"
"756" ,"FsLAXnPaRbADLn35yK-Jjw","coffee"    ,"breakfast"  ,"sandwich"   ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You should improve the quality of food, specifically sandwich.
Because negative comments are mostly related to sandwich."              ,"4.45333333333333"
"757" ,"3RcKMsTjl3IlxD7iS3v9WA",NA          ,"staff"      ,"coffee"     ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.125"
"758" ,"_CACwX6d9fI0svJdP0JVOw","boba"      ,"tea"        ,"bowl"       ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically boba.
Because comments related to bobais not statistically lower than your average ratings"      ,"You are doing well in food, specifically tea.
Because comments related to teais not statistically lower than your average ratings"       ,"You should improve the quality of food, specifically bowl.
Because negative comments are mostly related to bowl."                  ,"3.96045197740113"
"759" ,"d6w33siL5vduuZ1HKhWT-g","coffee"    ,"staff"      ,NA           ,"food"       ,"service"    ,NA           ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,NA                                                                           ,"4.45454545454545"
"760" ,"q7Doxgkv5vOEZMarDPx0gw",NA          ,"espresso"   ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically espresso.
Because comments related to espressois not statistically lower than your average ratings"  ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.6"
"761" ,"i_zq9pPEaNuOkLJqYWSFHg","coffee"    ,NA           ,NA           ,"food"       ,NA           ,NA           ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,NA                                                                                         ,NA                                                                           ,"3.83333333333333"
"762" ,"aU-kHmreSdNOnN4awUvI4w",NA          ,"service"    ,"breakfast"  ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should offer more stable food quality, specifically breakfast.
Because there are many postive and negative comments related to breakfast."  ,"3.67647058823529"
"763" ,"QKnRngxSLkD6VdHphaz18g",NA          ,"bread"      ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically bread.
Because comments related to breadis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.82692307692308"
"764" ,"opfpla-9tHQd7_jwrokCJA",NA          ,"service"    ,"breakfast"  ,NA           ,"service"    ,"food"       ,NA                                                                                         ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should offer more stable food quality, specifically breakfast.
Because there are many postive and negative comments related to breakfast."  ,"4.04022988505747"
"765" ,"bmfqIDt2zsDEnWAJ7F-HUw",NA          ,"music"      ,"staff"      ,NA           ,"environment","service"    ,NA                                                                                         ,"You are doing well in environment, specifically music.
Because comments related to musicis not statistically lower than your average ratings"     ,"You should offer more stable service quality, specifically staff.
Because there are many postive and negative comments related to staff."      ,"3.39393939393939"
"766" ,"gaEYdNgOKRW1pENieC7AqQ","coffee"    ,"service"    ,"bagel"      ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically bagel.
Because negative comments are mostly related to bagel."                 ,"3.3972602739726"
"767" ,"K1wzSKFgfYXy9C2nGA0bmw","coffee"    ,"service"    ,"cookie"     ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically cookie.
Because negative comments are mostly related to cookie."                ,"4.11111111111111"
"768" ,"c-ucc7HVGFvqLFjffrX2aA","egg"       ,"service"    ,"biscuit"    ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically egg.
Because comments related to eggis not statistically lower than your average ratings"       ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically biscuit.
Because negative comments are mostly related to biscuit."               ,"3.5"
"769" ,"8KmqrgF-vTNDepSUtQ_3mg","lunch"     ,"staff"      ,"order"      ,"food"       ,"service"    ,"service"    ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,"You should improve the quality of service, specifically order.
Because negative comments are mostly related to order."              ,"3.64705882352941"
"770" ,"nHaJbUD7V0-k8UysNvZTww","breakfast" ,"coffee"     ,"bathroom"   ,"food"       ,"food"       ,"environment","You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You should improve the quality of environment, specifically bathroom.
Because negative comments are mostly related to bathroom."       ,"4.37931034482759"
"771" ,"v4n9VUENr2yGw23J-4DK6A","staff"     ,"location"   ,"chocolate"  ,"service"    ,"environment","food"       ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,"You are doing well in environment, specifically location.
Because comments related to locationis not statistically lower than your average ratings"  ,"You should improve the quality of food, specifically chocolate.
Because negative comments are mostly related to chocolate."             ,"4.31972789115646"
"772" ,"59GcsAykjrNLLxMz_mOZIw",NA          ,NA           ,"service"    ,NA           ,NA           ,"service"    ,NA                                                                                         ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"4"
"773" ,"m0_G6-wN_jrcfu-BUBzM0A","vegan"     ,"toast"      ,"smoothie"   ,"service"    ,"food"       ,"food"       ,"You are doing well in service, specifically vegan.
Because comments related to veganis not statistically lower than your average ratings"     ,"You are doing well in food, specifically toast.
Because comments related to toastis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically smoothie.
Because negative comments are mostly related to smoothie."              ,"3.95555555555556"
"774" ,"hQp0bmKrm7kOikb6FUMBtw","sandwich"  ,"bread"      ,"cookie"     ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically sandwich.
Because comments related to sandwichis not statistically lower than your average ratings"  ,"You are doing well in food, specifically bread.
Because comments related to breadis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically cookie.
Because negative comments are mostly related to cookie."                ,"4.55172413793103"
"775" ,"nfi_A2PJ1mjFZhXeGv1lUw",NA          ,"music"      ,"service"    ,NA           ,"environment","service"    ,NA                                                                                         ,"You are doing well in environment, specifically music.
Because comments related to musicis not statistically lower than your average ratings"     ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.26530612244898"
"776" ,"HZnlW919TvbuCxLKY8ZAbA","breakfast" ,NA           ,"service"    ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.43076923076923"
"777" ,"bSaMlnQTMYuQ3KgYuFrl0Q","cafe"      ,"breakfast"  ,"spinach"    ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically cafe.
Because comments related to cafeis not statistically lower than your average ratings"      ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You should improve the quality of food, specifically spinach.
Because negative comments are mostly related to spinach."               ,"3.96"
"778" ,"w3BZjT-B7JcXzVI4wSmJDg",NA          ,NA           ,"service"    ,NA           ,NA           ,"service"    ,NA                                                                                         ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"2.5"
"779" ,"rXr7C1OJakG2S5-h7lzKdg",NA          ,"location"   ,"coffee"     ,NA           ,"environment","food"       ,NA                                                                                         ,"You are doing well in environment, specifically location.
Because comments related to locationis not statistically lower than your average ratings"  ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4.44642857142857"
"780" ,"cgrAaI6_VotsK-H7AzFi_w","service"   ,"space"      ,"soup"       ,"service"    ,"environment","food"       ,"You should improve the quality of service, specifically service.
Because comments related to serviceis statistically lower than your average ratings"       ,"You are doing well in environment, specifically space.
Because comments related to spaceis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically soup.
Because negative comments are mostly related to soup."                  ,"3.88235294117647"
"781" ,"G-Ugj0M9x_-nL_t2yLUk3w","coffee"    ,"latte"      ,"staff"      ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically latte.
Because comments related to latteis not statistically lower than your average ratings"     ,"You should improve the quality of service, specifically staff.
Because negative comments are mostly related to staff."              ,"4.12857142857143"
"782" ,"tLHYuzpJlr3o_MiuUizRZA","breakfast" ,"service"    ,"table"      ,"food"       ,"service"    ,"environment","You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of environment, specifically table.
Because negative comments are mostly related to table."          ,"3.41269841269841"
"783" ,"RnWDKV5OOP43X7wlDvyhjg","smoothie"  ,"staff"      ,"milk"       ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically smoothie.
Because comments related to smoothieis not statistically lower than your average ratings"  ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically milk.
Because negative comments are mostly related to milk."                  ,"3.84615384615385"
"784" ,"CFG0StBnZmyf-V4WzSa_2g","space"     ,"service"    ,"wine"       ,"environment","service"    ,"food"       ,"You are doing well in environment, specifically space.
Because comments related to spaceis not statistically lower than your average ratings"     ,"You should improve the quality of service, specifically service.
Because comments related to serviceis statistically lower than your average ratings"       ,"You should improve the quality of food, specifically wine.
Because negative comments are mostly related to wine."                  ,"3.94545454545455"
"785" ,"fkmdfSRpanemrkssQSHufQ","breakfast" ,"chicken"    ,"coffee"     ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically chicken.
Because comments related to chickenis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically coffee.
Because negative comments are mostly related to coffee."                ,"3.45751633986928"
"786" ,"5DgYaH-M1aR-coO7G5shkA",NA          ,"location"   ,"coffee"     ,NA           ,"environment","food"       ,NA                                                                                         ,"You are doing well in environment, specifically location.
Because comments related to locationis not statistically lower than your average ratings"  ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.89655172413793"
"787" ,"xOmKypiPd0SHO8rVEcVCnw","coffee"    ,"croissant"  ,"chocolate"  ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically croissant.
Because comments related to croissantis not statistically lower than your average ratings" ,"You should improve the quality of food, specifically chocolate.
Because negative comments are mostly related to chocolate."             ,"3.83783783783784"
"788" ,"uPgGquiAEWSazcwDFrio1A","tea"       ,NA           ,"service"    ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically tea.
Because comments related to teais not statistically lower than your average ratings"       ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.23076923076923"
"789" ,"ikhmu8yxI9qnfuu8lnU5vQ","rice"      ,"service"    ,"breakfast"  ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically rice.
Because comments related to riceis not statistically lower than your average ratings"      ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically breakfast.
Because negative comments are mostly related to breakfast."             ,"3.26470588235294"
"790" ,"QuuwB5oonYd---NfIm_mZw",NA          ,"location"   ,"coffee"     ,NA           ,"environment","food"       ,NA                                                                                         ,"You should improve the quality of environment, specifically location.
Because comments related to locationis statistically lower than your average ratings"      ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"1.82352941176471"
"791" ,"dD5XHGoIIp3Dr1vaTVeHEA","rice"      ,"pork"       ,"delivery"   ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically rice.
Because comments related to riceis not statistically lower than your average ratings"      ,"You are doing well in food, specifically pork.
Because comments related to porkis not statistically lower than your average ratings"      ,"You should improve the quality of service, specifically delivery.
Because negative comments are mostly related to delivery."           ,"3.5"
"792" ,"B2_e71E-oKgeC1KnPq6Yaw","fruit"     ,"area"       ,"chicken"    ,"food"       ,"environment","food"       ,"You are doing well in food, specifically fruit.
Because comments related to fruitis not statistically lower than your average ratings"     ,"You are doing well in environment, specifically area.
Because comments related to areais not statistically lower than your average ratings"      ,"You should improve the quality of food, specifically chicken.
Because negative comments are mostly related to chicken."               ,"3.69230769230769"
"793" ,"GiPgzocC1u2x-dvBJj7A6Q","cafe"      ,NA           ,NA           ,"food"       ,NA           ,NA           ,"You are doing well in food, specifically cafe.
Because comments related to cafeis not statistically lower than your average ratings"      ,NA                                                                                         ,NA                                                                           ,"4.72727272727273"
"794" ,"DeoK71WkEz2dQoY6dP--NQ","coffee"    ,"service"    ,"cafe"       ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically cafe.
Because negative comments are mostly related to cafe."                  ,"4.82051282051282"
"795" ,"6RJuJzdfr9LPOoJ19R0MBA",NA          ,"staff"      ,"service"    ,NA           ,"service"    ,"service"    ,NA                                                                                         ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"3.77777777777778"
"796" ,"N6FegiYOXpfJGdEI0lpNZw",NA          ,NA           ,NA           ,NA           ,NA           ,NA           ,NA                                                                                         ,NA                                                                                         ,NA                                                                           ,"5"
"797" ,"FooEdamWjZXTnL4XbMw5Mw",NA          ,NA           ,"coffee"     ,NA           ,NA           ,"food"       ,NA                                                                                         ,NA                                                                                         ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"3.44444444444444"
"798" ,"kNpXOAO1ZttZ7ytkSIdmWA",NA          ,"bowl"       ,"tea"        ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically bowl.
Because comments related to bowlis not statistically lower than your average ratings"      ,"You should offer more stable food quality, specifically tea.
Because there are many postive and negative comments related to tea."        ,"4.1875"
"799" ,"oSRxJSXssqOAAVlF1DS0Zg","coffee"    ,"bread"      ,"chocolate"  ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically bread.
Because comments related to breadis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically chocolate.
Because negative comments are mostly related to chocolate."             ,"4.29545454545455"
"800" ,"F6exs83utoj8EEVGNPjajg","breakfast" ,"service"    ,"cinnamon"   ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically cinnamon.
Because negative comments are mostly related to cinnamon."              ,"3.55"
"801" ,"6HCPa3k130PzfN-VbHVjpQ","breakfast" ,"waitress"   ,NA           ,"food"       ,"food"       ,NA           ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically waitress.
Because comments related to waitressis not statistically lower than your average ratings"  ,NA                                                                           ,"4"
"802" ,"XH2ksQA917N382yGU2oWHg","family"    ,"order"      ,NA           ,"environment","service"    ,NA           ,"You are doing well in environment, specifically family.
Because comments related to familyis not statistically lower than your average ratings"    ,"You are doing well in service, specifically order.
Because comments related to orderis not statistically lower than your average ratings"     ,NA                                                                           ,"4.42857142857143"
"803" ,"XfgeAAj9r0dRbUZYcjacgg",NA          ,"location"   ,"order"      ,NA           ,"environment","service"    ,NA                                                                                         ,"You are doing well in environment, specifically location.
Because comments related to locationis not statistically lower than your average ratings"  ,"You should offer more stable service quality, specifically order.
Because there are many postive and negative comments related to order."      ,"2.28205128205128"
"804" ,"Zp3ofKb34G2g63VqiujvcA","lunch"     ,"breakfast"  ,"bacon"      ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You should improve the quality of food, specifically bacon.
Because negative comments are mostly related to bacon."                 ,"2.71428571428571"
"805" ,"YlB4p-HGhsaRRZ9AZp5ceQ","cream"     ,NA           ,NA           ,"food"       ,NA           ,NA           ,"You are doing well in food, specifically cream.
Because comments related to creamis not statistically lower than your average ratings"     ,NA                                                                                         ,NA                                                                           ,"4.625"
"806" ,"AMH7O05KC10ikfWM676Wfg","chicken"   ,"staff"      ,"cafe"       ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically chicken.
Because comments related to chickenis not statistically lower than your average ratings"   ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically cafe.
Because negative comments are mostly related to cafe."                  ,"3.64285714285714"
"807" ,"0Q3AzOwWhdNQQPYxiDW4Eg","coffee"    ,"cafe"       ,NA           ,"food"       ,"food"       ,NA           ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically cafe.
Because comments related to cafeis not statistically lower than your average ratings"      ,NA                                                                           ,"4.69230769230769"
"808" ,"u9Vy8cbaBQeO7z9VKxoyLw",NA          ,"sauce"      ,"pork"       ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically sauce.
Because comments related to sauceis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically pork.
Because there are many postive and negative comments related to pork."       ,"3.24"
"809" ,"qQFxHy9OFgE5LAbyofb_Iw","coffee"    ,"wrap"       ,"breakfast"  ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically wrap.
Because comments related to wrapis not statistically lower than your average ratings"      ,"You should improve the quality of food, specifically breakfast.
Because negative comments are mostly related to breakfast."             ,"4.4962962962963"
"810" ,"bIcl1C0cBTmyqO_lfba0uw",NA          ,"space"      ,"coffee"     ,NA           ,"environment","food"       ,NA                                                                                         ,"You are doing well in environment, specifically space.
Because comments related to spaceis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4.2093023255814"
"811" ,"stKmbb_CY4tL0KH2wz2uyg",NA          ,"coffee"     ,"breakfast"  ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You should offer more stable food quality, specifically breakfast.
Because there are many postive and negative comments related to breakfast."  ,"4.11111111111111"
"812" ,"Hjp-QNB5dvEs5mKtsEttzA","chicken"   ,NA           ,"bowl"       ,"food"       ,NA           ,"food"       ,"You are doing well in food, specifically chicken.
Because comments related to chickenis not statistically lower than your average ratings"   ,NA                                                                                         ,"You should improve the quality of food, specifically bowl.
Because negative comments are mostly related to bowl."                  ,"2.30769230769231"
"813" ,"popQ0faXQINpa7JCxe6xSw","breakfast" ,"lunch"      ,"meat"       ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically meat.
Because negative comments are mostly related to meat."                  ,"3.62790697674419"
"814" ,"VUIsBs9j4toiv9a1krYduQ",NA          ,"cake"       ,"bread"      ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically cake.
Because comments related to cakeis not statistically lower than your average ratings"      ,"You should offer more stable food quality, specifically bread.
Because there are many postive and negative comments related to bread."      ,"4.06666666666667"
"815" ,"pxpKFgGSUQZRMZLnBJ3bNA","breakfast" ,"pork"       ,"water"      ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,"You are doing well in food, specifically pork.
Because comments related to porkis not statistically lower than your average ratings"      ,"You should improve the quality of food, specifically water.
Because negative comments are mostly related to water."                 ,"3.61111111111111"
"816" ,"GzDU6dVNoowb6jmjbpqN_Q",NA          ,"toast"      ,"coffee"     ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically toast.
Because comments related to toastis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically coffee.
Because there are many postive and negative comments related to coffee."     ,"4.09523809523809"
"817" ,"Hp9buzAPpgY0Ioibu2Nj5A","lunch"     ,"service"    ,"coffee"     ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically coffee.
Because negative comments are mostly related to coffee."                ,"4.25333333333333"
"818" ,"2OWVJAoPHQucVOWxP-FbUw","staff"     ,NA           ,"line"       ,"service"    ,NA           ,"service"    ,"You are doing well in service, specifically staff.
Because comments related to staffis not statistically lower than your average ratings"     ,NA                                                                                         ,"You should offer more stable service quality, specifically line.
Because there are many postive and negative comments related to line."       ,"3.9"
"819" ,"KW0JiSJCiqSn8uEO1hUliQ","breakfast" ,NA           ,NA           ,"food"       ,NA           ,NA           ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,NA                                                                                         ,NA                                                                           ,"4.33333333333333"
"820" ,"R_xr9HQ602sU6fz-KFIjsA","coffee"    ,"beef"       ,NA           ,"food"       ,"food"       ,NA           ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically beef.
Because comments related to beefis not statistically lower than your average ratings"      ,NA                                                                           ,"4.125"
"821" ,"4uZNRGDVXZ6KBIbMfodNBQ","salmon"    ,"lunch"      ,"service"    ,"food"       ,"food"       ,"service"    ,"You are doing well in food, specifically salmon.
Because comments related to salmonis not statistically lower than your average ratings"    ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You should improve the quality of service, specifically service.
Because negative comments are mostly related to service."            ,"4.19607843137255"
"822" ,"nfxuNwb8oTo4gyK404QAng","service"   ,"menu"       ,"salad"      ,"service"    ,"food"       ,"food"       ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You are doing well in food, specifically menu.
Because comments related to menuis not statistically lower than your average ratings"      ,"You should improve the quality of food, specifically salad.
Because negative comments are mostly related to salad."                 ,"3.97674418604651"
"823" ,"exoKnBJLHT_QLxAxPVHuDw","coffee"    ,"sandwich"   ,"chicken"    ,"food"       ,"food"       ,"food"       ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,"You are doing well in food, specifically sandwich.
Because comments related to sandwichis not statistically lower than your average ratings"  ,"You should improve the quality of food, specifically chicken.
Because negative comments are mostly related to chicken."               ,"3.5"
"824" ,"2qBAtY9CbgEAmFLskFsa1Q",NA          ,NA           ,NA           ,NA           ,NA           ,NA           ,NA                                                                                         ,NA                                                                                         ,NA                                                                           ,"4"
"825" ,"rwIW4sPOZMebxryybUp5_w","service"   ,"lunch"      ,"chocolate"  ,"service"    ,"food"       ,"food"       ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You should improve the quality of food, specifically chocolate.
Because negative comments are mostly related to chocolate."             ,"4.10666666666667"
"826" ,"6e-H6IK2F8WSNxLIpLx_6A","lunch"     ,"service"    ,"chicken"    ,"food"       ,"service"    ,"food"       ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You are doing well in service, specifically service.
Because comments related to serviceis not statistically lower than your average ratings"   ,"You should improve the quality of food, specifically chicken.
Because negative comments are mostly related to chicken."               ,"3.51612903225806"
"827" ,"f88wMF2N02im_10PFXKPDg","coffee"    ,NA           ,"service"    ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically coffee.
Because comments related to coffeeis not statistically lower than your average ratings"    ,NA                                                                                         ,"You should offer more stable service quality, specifically service.
Because there are many postive and negative comments related to service."    ,"4.11111111111111"
"828" ,"0l5ckOoV0HAo4YkyNBkS6w",NA          ,"lunch"      ,"beef"       ,NA           ,"food"       ,"food"       ,NA                                                                                         ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You should offer more stable food quality, specifically beef.
Because there are many postive and negative comments related to beef."       ,"3.46666666666667"
"829" ,"RH97wPsSwcEz6cUOSXkedw","park"      ,"lunch"      ,"line"       ,"environment","food"       ,"service"    ,"You are doing well in environment, specifically park.
Because comments related to parkis not statistically lower than your average ratings"      ,"You are doing well in food, specifically lunch.
Because comments related to lunchis not statistically lower than your average ratings"     ,"You should improve the quality of service, specifically line.
Because negative comments are mostly related to line."               ,"2.57142857142857"
"830" ,"czeylzYMfnmOiKN9W-rN8Q","breakfast" ,NA           ,"order"      ,"food"       ,NA           ,"service"    ,"You are doing well in food, specifically breakfast.
Because comments related to breakfastis not statistically lower than your average ratings" ,NA                                                                                         ,"You should offer more stable service quality, specifically order.
Because there are many postive and negative comments related to order."      ,"3.06818181818182"
